technical	580
arete	581
face	582
slabby	582
huecos	582
technical	582
cruxy	583
pocketed	583
bouldery	583
flake	583
undercling	583
pocketed	584
pumpy	584
pinches	584
cruxy	585
face	586
steep	586
bouldery	586
thin	586
technical	586
classic	586
balancy	586
crack	587
cruxy	587
slabby	587
juggy	587
crimpy	587
juggy	588
tricky	588
cruxy	589
face	589
slabby	589
corner	589
vertical	589
chimney	589
slopers	589
sequential	589
stem	589
pocketed	590
juggy	590
crack	591
face	591
steep	591
sustained	591
cruxy	592
pumpy	592
sequential	592
cruxy	594
bouldery	594
pumpy	594
cruxy	595
juggy	595
classic	595
huecos	596
sustained	596
cruxy	597
bouldery	597
huecos	597
cruxy	599
bouldery	599
huecos	599
pumpy	599
sustained	599
bouldery	600
vertical	600
cruxy	601
bouldery	601
cruxy	602
thin	602
chimney	602
cruxy	603
face	603
steep	603
bouldery	603
vertical	603
cruxy	604
vertical	604
sustained	604
cruxy	605
bouldery	609
cruxy	610
pocketed	610
crimpy	610
thin	610
technical	610
crack	611
pocketed	611
steep	611
bouldery	611
dihedral	611
thin	611
corner	611
pumpy	611
stem	611
cruxy	612
pocketed	612
cruxy	613
roof	613
bouldery	613
pumpy	613
powerful	613
face	614
pocketed	614
bouldery	614
crimpy	614
vertical	614
pocketed	615
thin	615
technical	615
classic	615
technical	616
steep	618
crack	620
steep	620
technical	620
pumpy	620
stem	620
cruxy	621
face	621
pocketed	621
steep	621
bouldery	621
juggy	621
thin	621
classic	621
slopers	621
sequential	621
roof	622
pocketed	622
cruxy	623
juggy	623
crimpy	623
pinches	623
cruxy	624
roof	624
pocketed	624
steep	624
bouldery	624
flake	624
huecos	624
tricky	624
roof	625
bouldery	625
crack	626
steep	626
vertical	626
stem	626
face	627
bouldery	627
pocketed	628
steep	628
crimpy	628
pumpy	628
slopers	628
face	629
juggy	629
roof	630
pocketed	630
juggy	630
balancy	630
roof	631
pocketed	631
face	632
roof	632
bouldery	632
arete	632
crack	633
steep	633
chimney	633
roof	634
dihedral	634
roof	635
crack	636
cruxy	636
corner	636
cruxy	637
bouldery	637
crack	638
dihedral	638
cruxy	639
pumpy	639
sequential	639
roof	640
pocketed	640
arete	640
crack	641
cruxy	641
face	641
corner	641
chimney	641
off-width	641
flake	642
arete	643
thin	643
pumpy	643
crack	644
crack	645
flake	645
crack	646
face	646
thin	646
face	647
sustained	647
crack	648
crack	649
face	649
arete	649
thin	649
off-width	649
crack	650
steep	650
crack	651
corner	651
cruxy	654
slabby	654
dihedral	654
layback	654
stem	654
crack	655
vertical	655
dihedral	656
flake	656
off-width	656
stem	656
crack	657
roof	657
bouldery	657
vertical	657
cruxy	658
face	658
bouldery	658
dihedral	658
thin	658
stem	658
crack	659
face	659
dihedral	659
thin	659
flake	659
off-width	660
crack	661
face	661
bouldery	661
flake	661
tricky	661
crack	662
bouldery	662
crack	663
off-width	663
crack	664
dihedral	664
chimney	664
off-width	664
crack	665
crack	666
dihedral	666
corner	666
flake	666
bouldery	667
arete	667
corner	667
undercling	668
cruxy	669
flake	669
bouldery	670
face	671
bouldery	671
arete	671
face	672
arete	672
face	707
bouldery	707
sequential	707
juggy	708
cruxy	709
face	709
pocketed	709
face	710
roof	710
juggy	710
crack	711
cruxy	711
face	711
roof	711
juggy	711
crack	712
cruxy	713
face	713
roof	713
vertical	713
crimpy	714
chimney	715
off-width	715
stem	715
technical	716
cruxy	717
face	717
bouldery	717
dihedral	717
pocketed	719
steep	719
juggy	719
technical	719
pumpy	719
classic	719
crack	720
roof	720
pumpy	721
tricky	721
classic	721
arete	722
balancy	722
crack	723
flake	723
crack	724
chimney	724
layback	724
face	725
slabby	725
crack	727
cruxy	727
slabby	727
crack	728
roof	728
dihedral	728
steep	729
arete	729
face	730
cruxy	731
face	731
arete	731
cruxy	732
face	732
roof	732
pocketed	732
sustained	732
crack	733
bouldery	733
steep	734
technical	734
balancy	734
steep	736
powerful	736
chimney	737
roof	738
cruxy	739
pumpy	739
ledges	739
face	740
roof	740
cruxy	741
roof	741
arete	741
bouldery	742
roof	743
pumpy	743
face	744
crimpy	744
roof	745
steep	746
bouldery	746
bouldery	747
dihedral	748
crimpy	748
thin	748
stem	748
cruxy	749
roof	749
arete	749
pumpy	749
slabby	751
bouldery	753
steep	754
bouldery	754
arete	754
powerful	754
face	755
dihedral	755
technical	755
pocketed	756
vertical	756
crimpy	757
thin	757
slopers	757
face	758
pocketed	758
dihedral	758
crack	759
cruxy	759
roof	759
steep	759
bouldery	759
slabby	759
ledges	759
crack	760
pumpy	760
layback	760
pocketed	761
steep	761
juggy	761
vertical	761
crack	762
thin	762
pocketed	763
steep	763
juggy	763
vertical	763
dihedral	764
chimney	764
stem	764
crack	765
slabby	765
flake	765
pocketed	766
technical	766
vertical	766
crack	767
roof	767
slabby	767
juggy	767
tricky	767
stem	767
crack	768
bouldery	768
powerful	768
bouldery	769
tricky	769
sequential	769
undercling	769
powerful	769
cruxy	770
face	770
huecos	770
cruxy	771
roof	771
juggy	772
huecos	772
bouldery	773
crimpy	773
slopers	773
balancy	773
roof	774
steep	774
juggy	774
face	775
roof	775
steep	775
arete	775
thin	775
cruxy	776
face	776
pocketed	776
huecos	776
cruxy	777
roof	777
cruxy	778
thin	778
bouldery	779
cruxy	780
thin	780
face	781
roof	781
bouldery	781
juggy	781
arete	781
pumpy	781
sequential	781
roof	782
steep	782
bouldery	782
balancy	782
roof	783
bouldery	783
thin	784
cruxy	786
technical	786
thin	787
slabby	788
tricky	788
face	789
slabby	789
cruxy	790
steep	790
huecos	790
pumpy	790
cruxy	791
face	791
roof	791
arete	791
crimpy	791
thin	791
pumpy	791
cruxy	792
steep	792
juggy	792
flake	792
bouldery	793
dihedral	793
thin	793
technical	793
face	794
thin	794
crack	795
bouldery	796
flake	796
pumpy	796
sequential	796
crack	797
corner	797
crack	798
cruxy	798
steep	798
arete	798
corner	798
pocketed	799
steep	799
crimpy	799
sustained	799
powerful	799
bouldery	800
arete	800
classic	800
face	801
roof	801
pocketed	801
steep	801
thin	801
huecos	801
cruxy	802
face	802
pocketed	802
bouldery	802
pumpy	802
cruxy	803
roof	803
pocketed	803
steep	803
juggy	803
flake	803
pumpy	803
classic	803
pocketed	804
steep	804
crimpy	804
